"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Generated_1","Input.Generated_2","Input.Generated_3","Input.Generated_4","Input.Model_1","Input.Model_2","Input.Model_3","Input.Model_4","Input.Task","Input.headline","Input.misinfo","Input.writer_intent","Answer.gen_1_statement_correct","Answer.gen_2_statement_correct","Answer.gen_3_statement_correct","Answer.gen_4_statement_correct","Answer.intent_quality_bad_1.on","Answer.intent_quality_bad_2.on","Answer.intent_quality_good_4.on","Answer.intent_quality_good_5.on","Answer.intent_quality_mid_3.on","Approve","Reject"
"3AC6MFV6AXGAGSEC10S9O8DR3M9ZHA","3EETFKUFDD383DBEYXCF851B2BLF6T","Evaluation: Misinfo Reaction Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a short headline from a news article and tell us whether the provided explanation of the ""writer's intent"" accurately describes the article author's intended meaning.","misinformation, news, text, evaluation, NLP, intent, crisis, explanation","$0.05","Fri Mar 24 06:28:41 PDT 2023","3","BatchId:5040699;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 06:28:41 PDT 2023","","","3OCHAWUVG2IFZ7CZW5CNSZ9XZFFKXL","A16GGVJSG4JVIN","Submitted","Fri Mar 24 06:51:54 PDT 2023","Fri Mar 24 06:58:00 PDT 2023","Mon Mar 27 06:58:00 PDT 2023","","","","366","100% (21/21)","100% (21/21)","100% (21/21)","Hurricanes intensify with global warming","our disasters are getting worse every year","'climate change is causing hurricanes'","The implied message is: Climate change has serious consequences","chatgpt","human","baseline","text-davinci-003","mrf","Climate change: Hurricanes get stronger on land as world warms","real","['our disasters are getting worse every year', 'stronger hurricanes are a bad thing', 'climate change is a serious threat']","rank_2","rank_4","rank_3","rank_1","false","false","false","true","false"
"3AC6MFV6AXGAGSEC10S9O8DR3M9ZHA","3EETFKUFDD383DBEYXCF851B2BLF6T","Evaluation: Misinfo Reaction Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a short headline from a news article and tell us whether the provided explanation of the ""writer's intent"" accurately describes the article author's intended meaning.","misinformation, news, text, evaluation, NLP, intent, crisis, explanation","$0.05","Fri Mar 24 06:28:41 PDT 2023","3","BatchId:5040699;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 06:28:41 PDT 2023","","","3PJUZCGDJKE53AS0K096MREOXDU899","A2OJWJXS9EJMAJ","Submitted","Fri Mar 24 09:31:25 PDT 2023","Fri Mar 24 09:31:41 PDT 2023","Mon Mar 27 09:31:41 PDT 2023","","","","16","100% (28/28)","100% (28/28)","100% (28/28)","Hurricanes intensify with global warming","our disasters are getting worse every year","'climate change is causing hurricanes'","The implied message is: Climate change has serious consequences","chatgpt","human","baseline","text-davinci-003","mrf","Climate change: Hurricanes get stronger on land as world warms","real","['our disasters are getting worse every year', 'stronger hurricanes are a bad thing', 'climate change is a serious threat']","rank_3","rank_4","rank_2","rank_1","false","false","false","true","false"
"3AC6MFV6AXGAGSEC10S9O8DR3M9ZHA","3EETFKUFDD383DBEYXCF851B2BLF6T","Evaluation: Misinfo Reaction Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a short headline from a news article and tell us whether the provided explanation of the ""writer's intent"" accurately describes the article author's intended meaning.","misinformation, news, text, evaluation, NLP, intent, crisis, explanation","$0.05","Fri Mar 24 06:28:41 PDT 2023","3","BatchId:5040699;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 06:28:41 PDT 2023","","","3NKQQ8O39C3F4XCUZJFD4FF3LQQUDJ","A96J8GQ83ZSSQ","Submitted","Fri Mar 24 11:07:50 PDT 2023","Fri Mar 24 11:20:32 PDT 2023","Mon Mar 27 11:20:32 PDT 2023","","","","762","100% (4/4)","100% (4/4)","100% (4/4)","Hurricanes intensify with global warming","our disasters are getting worse every year","'climate change is causing hurricanes'","The implied message is: Climate change has serious consequences","chatgpt","human","baseline","text-davinci-003","mrf","Climate change: Hurricanes get stronger on land as world warms","real","['our disasters are getting worse every year', 'stronger hurricanes are a bad thing', 'climate change is a serious threat']","rank_4","rank_2","rank_1","rank_3","false","false","true","false","false"
"32CXT5U15T101IJ9S9ZVU35DYL4U81","3EETFKUFDD383DBEYXCF851B2BLF6T","Evaluation: Misinfo Reaction Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a short headline from a news article and tell us whether the provided explanation of the ""writer's intent"" accurately describes the article author's intended meaning.","misinformation, news, text, evaluation, NLP, intent, crisis, explanation","$0.05","Fri Mar 24 06:28:41 PDT 2023","3","BatchId:5040699;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 06:28:41 PDT 2023","","","3TPWUS5F8NZIR9VLUNZ32XIIL4CCWJ","A16GGVJSG4JVIN","Submitted","Fri Mar 24 08:01:02 PDT 2023","Fri Mar 24 08:06:53 PDT 2023","Mon Mar 27 08:06:53 PDT 2023","","","","351","100% (21/21)","100% (21/21)","100% (21/21)","Flu vaccine can have fatal consequences
406	['trump is a climate denier']	Trump admin's climate policy is contradictory
407	['there is a cure for covid', 'the cure for covid is an otc nasal spray']	Nasal spray is effective against Covid-19","'flu vaccine is not a cure'","flu shot is dangerous","""Vaccines can have serious side effects","chatgpt","baseline","human","text-davinci-003","mrf","The cause of death of a 31-year-old woman was the flu vaccine. The deceased was given the flu vaccine as a preventive measure after his father was diagnosed with the coronavirus, however she herself was not infected with the coronavirus; Within hours of receiving the flu vaccine, he became paralyzed and died within 3 days.","misinfo","['flu shot is dangerous']","rank_2","rank_4","rank_3","rank_1","false","false","false","false","true"
"32CXT5U15T101IJ9S9ZVU35DYL4U81","3EETFKUFDD383DBEYXCF851B2BLF6T","Evaluation: Misinfo Reaction Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a short headline from a news article and tell us whether the provided explanation of the ""writer's intent"" accurately describes the article author's intended meaning.","misinformation, news, text, evaluation, NLP, intent, crisis, explanation","$0.05","Fri Mar 24 06:28:41 PDT 2023","3","BatchId:5040699;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 06:28:41 PDT 2023","","","3NC5L260M2KHPC6TU3YUT9QZFF1FOH","A3ASVS5GZWHGE4","Submitted","Fri Mar 24 07:44:53 PDT 2023","Fri Mar 24 07:45:20 PDT 2023","Mon Mar 27 07:45:20 PDT 2023","","","","27","100% (15/15)","100% (15/15)","100% (15/15)","Flu vaccine can have fatal consequences
406	['trump is a climate denier']	Trump admin's climate policy is contradictory
407	['there is a cure for covid', 'the cure for covid is an otc nasal spray']	Nasal spray is effective against Covid-19","'flu vaccine is not a cure'","flu shot is dangerous","""Vaccines can have serious side effects","chatgpt","baseline","human","text-davinci-003","mrf","The cause of death of a 31-year-old woman was the flu vaccine. The deceased was given the flu vaccine as a preventive measure after his father was diagnosed with the coronavirus, however she herself was not infected with the coronavirus; Within hours of receiving the flu vaccine, he became paralyzed and died within 3 days.","misinfo","['flu shot is dangerous']","rank_4","rank_3","rank_1","rank_2","false","false","false","true","false"
"32CXT5U15T101IJ9S9ZVU35DYL4U81","3EETFKUFDD383DBEYXCF851B2BLF6T","Evaluation: Misinfo Reaction Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a short headline from a news article and tell us whether the provided explanation of the ""writer's intent"" accurately describes the article author's intended meaning.","misinformation, news, text, evaluation, NLP, intent, crisis, explanation","$0.05","Fri Mar 24 06:28:41 PDT 2023","3","BatchId:5040699;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 06:28:41 PDT 2023","","","3COPXFW7XPAAQYA8AE26YMNUXG1PKX","AQ0YWEW29GSIJ","Submitted","Fri Mar 24 06:30:13 PDT 2023","Fri Mar 24 06:30:55 PDT 2023","Mon Mar 27 06:30:55 PDT 2023","","","","42","100% (1/1)","100% (1/1)","100% (1/1)","Flu vaccine can have fatal consequences
406	['trump is a climate denier']	Trump admin's climate policy is contradictory
407	['there is a cure for covid', 'the cure for covid is an otc nasal spray']	Nasal spray is effective against Covid-19","'flu vaccine is not a cure'","flu shot is dangerous","""Vaccines can have serious side effects","chatgpt","baseline","human","text-davinci-003","mrf","The cause of death of a 31-year-old woman was the flu vaccine. The deceased was given the flu vaccine as a preventive measure after his father was diagnosed with the coronavirus, however she herself was not infected with the coronavirus; Within hours of receiving the flu vaccine, he became paralyzed and died within 3 days.","misinfo","['flu shot is dangerous']","rank_3","rank_4","rank_1","rank_2","false","false","true","false","false"
"3BC9H1KCZ7AS8SZW0DCQB4ECCGIWYG","3EETFKUFDD383DBEYXCF851B2BLF6T","Evaluation: Misinfo Reaction Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a short headline from a news article and tell us whether the provided explanation of the ""writer's intent"" accurately describes the article author's intended meaning.","misinformation, news, text, evaluation, NLP, intent, crisis, explanation","$0.05","Fri Mar 24 06:28:41 PDT 2023","3","BatchId:5040699;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 06:28:41 PDT 2023","","","3K772S5NPM9FRHKAVFJYRI8YRSWEHY","A16GGVJSG4JVIN","Submitted","Fri Mar 24 06:34:18 PDT 2023","Fri Mar 24 06:35:51 PDT 2023","Mon Mar 27 06:35:51 PDT 2023","","","","93","100% (21/21)","100% (21/21)","100% (21/21)","'wuhan biological laboratory is owned by pfizer and glaxo'","The implied message is that some laboratories are more reliable than others","labs in wuhan are owned by pharma companies","False claim about ownership of Wuhan laboratory","baseline","text-davinci-003","human","chatgpt","mrf","Viral text says that Wuhan biological laboratory is owned by Glaxo and Pfizer laboratories","misinfo","['labs in wuhan are owned by pharma companies']","rank_1","rank_3","rank_2","rank_4","false","false","false","true","false"
"3BC9H1KCZ7AS8SZW0DCQB4ECCGIWYG","3EETFKUFDD383DBEYXCF851B2BLF6T","Evaluation: Misinfo Reaction Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a short headline from a news article and tell us whether the provided explanation of the ""writer's intent"" accurately describes the article author's intended meaning.","misinformation, news, text, evaluation, NLP, intent, crisis, explanation","$0.05","Fri Mar 24 06:28:41 PDT 2023","3","BatchId:5040699;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 06:28:41 PDT 2023","","","3TDXMTX3CPSBAX2FVFILF6H0A8X6IA","A2OJWJXS9EJMAJ","Submitted","Fri Mar 24 10:07:19 PDT 2023","Fri Mar 24 10:07:35 PDT 2023","Mon Mar 27 10:07:35 PDT 2023","","","","16","100% (28/28)","100% (28/28)","100% (28/28)","'wuhan biological laboratory is owned by pfizer and glaxo'","The implied message is that some laboratories are more reliable than others","labs in wuhan are owned by pharma companies","False claim about ownership of Wuhan laboratory","baseline","text-davinci-003","human","chatgpt","mrf","Viral text says that Wuhan biological laboratory is owned by Glaxo and Pfizer laboratories","misinfo","['labs in wuhan are owned by pharma companies']","rank_3","rank_4","rank_1","rank_2","false","false","false","true","false"
"3BC9H1KCZ7AS8SZW0DCQB4ECCGIWYG","3EETFKUFDD383DBEYXCF851B2BLF6T","Evaluation: Misinfo Reaction Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a short headline from a news article and tell us whether the provided explanation of the ""writer's intent"" accurately describes the article author's intended meaning.","misinformation, news, text, evaluation, NLP, intent, crisis, explanation","$0.05","Fri Mar 24 06:28:41 PDT 2023","3","BatchId:5040699;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 06:28:41 PDT 2023","","","34V1S5K3G6ZIZW9CRLC82DIXRHC96U","A3ASVS5GZWHGE4","Submitted","Fri Mar 24 07:40:30 PDT 2023","Fri Mar 24 07:41:04 PDT 2023","Mon Mar 27 07:41:04 PDT 2023","","","","34","100% (15/15)","100% (15/15)","100% (15/15)","'wuhan biological laboratory is owned by pfizer and glaxo'","The implied message is that some laboratories are more reliable than others","labs in wuhan are owned by pharma companies","False claim about ownership of Wuhan laboratory","baseline","text-davinci-003","human","chatgpt","mrf","Viral text says that Wuhan biological laboratory is owned by Glaxo and Pfizer laboratories","misinfo","['labs in wuhan are owned by pharma companies']","rank_3","rank_4","rank_2","rank_1","false","true","false","false","false"
"3OJX0UFJ1C50FN2JX159UZ0OIRMU9Q","3EETFKUFDD383DBEYXCF851B2BLF6T","Evaluation: Misinfo Reaction Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a short headline from a news article and tell us whether the provided explanation of the ""writer's intent"" accurately describes the article author's intended meaning.","misinformation, news, text, evaluation, NLP, intent, crisis, explanation","$0.05","Fri Mar 24 06:28:42 PDT 2023","3","BatchId:5040699;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 06:28:42 PDT 2023","","","3LRKMWOKBJF9NM8O8HU4PO3EQF12ZO","A16GGVJSG4JVIN","Submitted","Fri Mar 24 07:54:31 PDT 2023","Fri Mar 24 07:58:04 PDT 2023","Mon Mar 27 07:58:04 PDT 2023","","","","213","100% (21/21)","100% (21/21)","100% (21/21)","'the virus is killing people'","The implied message of the headline is: Take precautions seriously","COVID-19 cases and deaths are increasing rapidly in the UK","pandemic is getting worse in uk.","baseline","text-davinci-003","chatgpt","human","mrf","UK coronavirus: Highest daily death toll since April as cases up by more than 50,000","real","['pandemic is getting worse in uk.', 'the pandemic is getting worse in the uk']","rank_2","rank_4","rank_1","rank_3","false","false","false","true","false"
