"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Generated_1","Input.Generated_2","Input.Generated_3","Input.Generated_4","Input.Model_1","Input.Model_2","Input.Model_3","Input.Model_4","Input.Task","Input.post","Input.targetMinority","Input.targetStereotype","Answer.commentbox","Answer.gen_1_statement_correct","Answer.gen_2_statement_correct","Answer.gen_3_statement_correct","Answer.gen_4_statement_correct","Answer.intent_quality_bad_1.on","Answer.intent_quality_bad_2.on","Answer.intent_quality_good_4.on","Answer.intent_quality_good_5.on","Answer.intent_quality_mid_3.on","Approve","Reject"
"35F6NGNVNLHH1RZ1IZHFB7NG4O07TB","3W9SL2918SYKE6J9V0NUMD3LSHQZBM","Evaluation: Social Bias Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a toxic post from the internet and tell us whether the provided explanation accurately explains why it's toxic","hate, bias, text, evaluation, NLP, toxicity, moderation, explanation","$0.05","Fri Mar 24 18:17:17 PDT 2023","3","BatchId:5041257;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 18:17:17 PDT 2023","","","3SPJ03342F19OSWRJGYDAYGTM3PJYL","A387IAT77BDOEB","Submitted","Fri Mar 24 22:02:32 PDT 2023","Fri Mar 24 22:24:39 PDT 2023","Mon Mar 27 22:24:39 PDT 2023","","","","1327","100% (29/29)","100% (29/29)","100% (29/29)","The stereotype that this sentence communicates is that white people are racist","white folks are better than others","Many white kids believe they are superior to other races and when they see a black person fighting a white person, they get scared because they think the black person will win","black folks are inferior","text-davinci-002","human","text-davinci-001","baseline","sbic","Most white kids i know believe they are superior and they freak out whenever a black guy is fighting a white .","[""white folks""]","[""white folks are better than others"", ""white folks freak out""]","","rank_3","rank_1","rank_4","rank_2","false","false","false","false","true"
"35F6NGNVNLHH1RZ1IZHFB7NG4O07TB","3W9SL2918SYKE6J9V0NUMD3LSHQZBM","Evaluation: Social Bias Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a toxic post from the internet and tell us whether the provided explanation accurately explains why it's toxic","hate, bias, text, evaluation, NLP, toxicity, moderation, explanation","$0.05","Fri Mar 24 18:17:17 PDT 2023","3","BatchId:5041257;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 18:17:17 PDT 2023","","","3OLQQLKKN6NBINF0JFMJ3VOD4RHEJY","A3BKCC1LZ2T7WL","Submitted","Fri Mar 24 21:26:10 PDT 2023","Fri Mar 24 21:27:32 PDT 2023","Mon Mar 27 21:27:32 PDT 2023","","","","82","100% (1/1)","100% (1/1)","100% (1/1)","The stereotype that this sentence communicates is that white people are racist","white folks are better than others","Many white kids believe they are superior to other races and when they see a black person fighting a white person, they get scared because they think the black person will win","black folks are inferior","text-davinci-002","human","text-davinci-001","baseline","sbic","Most white kids i know believe they are superior and they freak out whenever a black guy is fighting a white .","[""white folks""]","[""white folks are better than others"", ""white folks freak out""]","good","rank_2","rank_1","rank_4","rank_3","false","false","false","false","true"
"35F6NGNVNLHH1RZ1IZHFB7NG4O07TB","3W9SL2918SYKE6J9V0NUMD3LSHQZBM","Evaluation: Social Bias Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a toxic post from the internet and tell us whether the provided explanation accurately explains why it's toxic","hate, bias, text, evaluation, NLP, toxicity, moderation, explanation","$0.05","Fri Mar 24 18:17:17 PDT 2023","3","BatchId:5041257;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 18:17:17 PDT 2023","","","324G5B4FBH6J72Z4AZY7FGH0JV807S","A3HL2LL0LEPZT8","Submitted","Fri Mar 24 21:31:15 PDT 2023","Fri Mar 24 21:31:47 PDT 2023","Mon Mar 27 21:31:47 PDT 2023","","","","32","100% (6/6)","100% (6/6)","100% (6/6)","The stereotype that this sentence communicates is that white people are racist","white folks are better than others","Many white kids believe they are superior to other races and when they see a black person fighting a white person, they get scared because they think the black person will win","black folks are inferior","text-davinci-002","human","text-davinci-001","baseline","sbic","Most white kids i know believe they are superior and they freak out whenever a black guy is fighting a white .","[""white folks""]","[""white folks are better than others"", ""white folks freak out""]","","rank_2","rank_3","rank_1","rank_4","false","false","false","true","false"
"375VSR8FW97N5MSFX5432CFXQWFZRH","3W9SL2918SYKE6J9V0NUMD3LSHQZBM","Evaluation: Social Bias Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a toxic post from the internet and tell us whether the provided explanation accurately explains why it's toxic","hate, bias, text, evaluation, NLP, toxicity, moderation, explanation","$0.05","Fri Mar 24 18:17:17 PDT 2023","3","BatchId:5041257;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 18:17:17 PDT 2023","","","3N1FSUEFLJYGNZIFKDOVRBH9MIUD4H","A1640SCV2MWK3I","Submitted","Fri Mar 24 22:05:42 PDT 2023","Fri Mar 24 22:06:17 PDT 2023","Mon Mar 27 22:06:17 PDT 2023","","","","35","100% (20/20)","100% (20/20)","100% (20/20)","black folks are a slur","The stereotype communicated by this sentence is that working-class voters are uneducated and ignorant","The stereotype that this sentence communicates is that working-class voters are uneducated and will vote for whoever promises them the most","gay people should not be married.","baseline","text-davinci-001","text-davinci-002","human","sbic","Roy Moore: ""Trannies are an abomination, repeal gay marriage, put God back into the government""

Populist Working-Class Voter: ""Okay, whatever nigga I just want a job""","[""lesbian women, gay men, trans women, trans men"", ""poor folks""]","[""gay people should not be married."", ""poor people are bigots."", ""poor people don't care about politics."", ""trans people are against god."", ""trans people are disgusting.""]","","rank_4","rank_2","rank_1","rank_3","false","false","false","true","false"
"375VSR8FW97N5MSFX5432CFXQWFZRH","3W9SL2918SYKE6J9V0NUMD3LSHQZBM","Evaluation: Social Bias Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a toxic post from the internet and tell us whether the provided explanation accurately explains why it's toxic","hate, bias, text, evaluation, NLP, toxicity, moderation, explanation","$0.05","Fri Mar 24 18:17:17 PDT 2023","3","BatchId:5041257;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 18:17:17 PDT 2023","","","33F859I56KBHKE8QLOH8QA2DO23HBZ","A3BKCC1LZ2T7WL","Submitted","Fri Mar 24 23:01:58 PDT 2023","Fri Mar 24 23:28:23 PDT 2023","Mon Mar 27 23:28:23 PDT 2023","","","","1585","100% (1/1)","100% (1/1)","100% (1/1)","black folks are a slur","The stereotype communicated by this sentence is that working-class voters are uneducated and ignorant","The stereotype that this sentence communicates is that working-class voters are uneducated and will vote for whoever promises them the most","gay people should not be married.","baseline","text-davinci-001","text-davinci-002","human","sbic","Roy Moore: ""Trannies are an abomination, repeal gay marriage, put God back into the government""

Populist Working-Class Voter: ""Okay, whatever nigga I just want a job""","[""lesbian women, gay men, trans women, trans men"", ""poor folks""]","[""gay people should not be married."", ""poor people are bigots."", ""poor people don't care about politics."", ""trans people are against god."", ""trans people are disgusting.""]","good","rank_1","rank_3","rank_4","rank_2","false","false","true","false","false"
"375VSR8FW97N5MSFX5432CFXQWFZRH","3W9SL2918SYKE6J9V0NUMD3LSHQZBM","Evaluation: Social Bias Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a toxic post from the internet and tell us whether the provided explanation accurately explains why it's toxic","hate, bias, text, evaluation, NLP, toxicity, moderation, explanation","$0.05","Fri Mar 24 18:17:17 PDT 2023","3","BatchId:5041257;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 18:17:17 PDT 2023","","","3D8YOU6S9SIGJOXFPW7ZY95B49B6UL","A3HL2LL0LEPZT8","Submitted","Fri Mar 24 18:37:30 PDT 2023","Fri Mar 24 18:38:07 PDT 2023","Mon Mar 27 18:38:07 PDT 2023","","","","37","100% (6/6)","100% (6/6)","100% (6/6)","black folks are a slur","The stereotype communicated by this sentence is that working-class voters are uneducated and ignorant","The stereotype that this sentence communicates is that working-class voters are uneducated and will vote for whoever promises them the most","gay people should not be married.","baseline","text-davinci-001","text-davinci-002","human","sbic","Roy Moore: ""Trannies are an abomination, repeal gay marriage, put God back into the government""

Populist Working-Class Voter: ""Okay, whatever nigga I just want a job""","[""lesbian women, gay men, trans women, trans men"", ""poor folks""]","[""gay people should not be married."", ""poor people are bigots."", ""poor people don't care about politics."", ""trans people are against god."", ""trans people are disgusting.""]","","rank_4","rank_1","rank_2","rank_3","false","false","false","false","true"
"3G57RS03IU38UOR5BRIMC00UD5S522","3W9SL2918SYKE6J9V0NUMD3LSHQZBM","Evaluation: Social Bias Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a toxic post from the internet and tell us whether the provided explanation accurately explains why it's toxic","hate, bias, text, evaluation, NLP, toxicity, moderation, explanation","$0.05","Fri Mar 24 18:17:17 PDT 2023","3","BatchId:5041257;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 18:17:17 PDT 2023","","","3QL2OFSM9KGS4FM72M8G6E5RSZBCN9","A1640SCV2MWK3I","Submitted","Fri Mar 24 21:45:14 PDT 2023","Fri Mar 24 21:46:32 PDT 2023","Mon Mar 27 21:46:32 PDT 2023","","","","78","100% (20/20)","100% (20/20)","100% (20/20)","all black people can run fast","Black people are good at swimming and running","black folks are stupid","The stereotype is that black people are lazy and not athletic","human","text-davinci-001","baseline","text-davinci-002","sbic","Who invented the triathlon? Black people.

They walk on foot to the pool, swim, and come back with a bike.","[""black folks""]","[""all black people can run fast"", ""are all criminals"", ""black folks are criminals"", ""black folks steal"", ""black people are criminals"", ""not intelligent""]","","rank_2","rank_1","rank_4","rank_3","false","false","false","true","false"
"3G57RS03IU38UOR5BRIMC00UD5S522","3W9SL2918SYKE6J9V0NUMD3LSHQZBM","Evaluation: Social Bias Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a toxic post from the internet and tell us whether the provided explanation accurately explains why it's toxic","hate, bias, text, evaluation, NLP, toxicity, moderation, explanation","$0.05","Fri Mar 24 18:17:17 PDT 2023","3","BatchId:5041257;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 18:17:17 PDT 2023","","","3QBD8R3Z2FH7RW94AM2B25T8QW04O4","A1NWXL4QO30M8U","Submitted","Fri Mar 24 21:56:44 PDT 2023","Fri Mar 24 21:57:14 PDT 2023","Mon Mar 27 21:57:14 PDT 2023","","","","30","100% (24/24)","100% (24/24)","100% (24/24)","all black people can run fast","Black people are good at swimming and running","black folks are stupid","The stereotype is that black people are lazy and not athletic","human","text-davinci-001","baseline","text-davinci-002","sbic","Who invented the triathlon? Black people.

They walk on foot to the pool, swim, and come back with a bike.","[""black folks""]","[""all black people can run fast"", ""are all criminals"", ""black folks are criminals"", ""black folks steal"", ""black people are criminals"", ""not intelligent""]","","rank_3","rank_4","rank_2","rank_1","false","false","false","false","true"
"3G57RS03IU38UOR5BRIMC00UD5S522","3W9SL2918SYKE6J9V0NUMD3LSHQZBM","Evaluation: Social Bias Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a toxic post from the internet and tell us whether the provided explanation accurately explains why it's toxic","hate, bias, text, evaluation, NLP, toxicity, moderation, explanation","$0.05","Fri Mar 24 18:17:17 PDT 2023","3","BatchId:5041257;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 18:17:17 PDT 2023","","","3M81GAB8AEHUX77T4E42ZOUEFPOQBT","A2RC9V49MHS973","Submitted","Fri Mar 24 19:56:39 PDT 2023","Fri Mar 24 20:04:46 PDT 2023","Mon Mar 27 20:04:46 PDT 2023","","","","487","83% (5/6)","83% (5/6)","83% (5/6)","all black people can run fast","Black people are good at swimming and running","black folks are stupid","The stereotype is that black people are lazy and not athletic","human","text-davinci-001","baseline","text-davinci-002","sbic","Who invented the triathlon? Black people.

They walk on foot to the pool, swim, and come back with a bike.","[""black folks""]","[""all black people can run fast"", ""are all criminals"", ""black folks are criminals"", ""black folks steal"", ""black people are criminals"", ""not intelligent""]","","rank_1","rank_2","rank_3","rank_4","false","false","true","false","false"
"3DFYDSXB39YPLZFSJDWMJTEREX7JUL","3W9SL2918SYKE6J9V0NUMD3LSHQZBM","Evaluation: Social Bias Frames (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a toxic post from the internet and tell us whether the provided explanation accurately explains why it's toxic","hate, bias, text, evaluation, NLP, toxicity, moderation, explanation","$0.05","Fri Mar 24 18:17:17 PDT 2023","3","BatchId:5041257;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 31 18:17:17 PDT 2023","","","333U7HK6IND6QH10NKBZXD6S4F5JDZ","A2RC9V49MHS973","Submitted","Fri Mar 24 19:26:05 PDT 2023","Fri Mar 24 19:35:27 PDT 2023","Mon Mar 27 19:35:27 PDT 2023","","","","562","83% (5/6)","83% (5/6)","83% (5/6)","This sentence communicates the stereotype that men like their women to be submissive and beaten down","African Americans are often portrayed as being violent and aggressive","woman deserve to be beat","women are inferior","text-davinci-002","text-davinci-001","human","baseline","sbic","I like my woman like I like my orange juice Beaten to a pulp","[""women""]","[""woman deserve to be beat"", ""women are beat up"", ""women are powerless"", ""women are useless"", ""women should be controlled by their men"", ""women want to be abused""]","","rank_1","rank_2","rank_3","rank_4","false","false","true","false","false"
