"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Generated_1","Input.Generated_2","Input.Generated_3","Input.Generated_4","Input.Model_1","Input.Model_2","Input.Model_3","Input.Model_4","Input.Task","Input.original_text","Input.reframed_text","Input.strategy","Answer.gen_1_statement_correct","Answer.gen_2_statement_correct","Answer.gen_3_statement_correct","Answer.gen_4_statement_correct","Answer.intent_quality_bad_1.on","Answer.intent_quality_bad_2.on","Answer.intent_quality_good_4.on","Answer.intent_quality_good_5.on","Answer.intent_quality_mid_3.on","Approve","Reject"
"3UYRNV2KJ6XN6SZ0V8HRACOIKAMN8I","373P3486ETKO4FAS0AEUEHNWRO4C8U","Evaluation: Positive Reframing (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a stressful or negatively framed post from the internet and tell us whether the provided ""positive reframing"" successfully shifted the text to a more positive perspective without changing the original meaning of the text.","positive, psychology, framing, text, NLP, explanation, counseling, mental, health","$0.05","Mon Apr 10 17:29:22 PDT 2023","3","BatchId:380578;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 17:29:22 PDT 2023","","","3XUHV3NRVYWFVYRHKEKDHSDBMKEH5I","A2ODNTYJ4JUCS7","Submitted","Mon Apr 10 20:57:30 PDT 2023","Mon Apr 10 20:58:07 PDT 2023","Thu Apr 13 20:58:07 PDT 2023","","","","37","0% (0/0)","0% (0/0)","0% (0/0)","I am excited to continue my homework and grow as a student!","1","I am grateful for the opportunity to grow and improve myself by overcoming this challenge","Didn't fully finish my essay but I am too sleepy. Time to learn how to not procrastinate.","text-curie-001","text-ada-001","text-davinci-002","human","positive_reframing","Nvr fkn again will i procrastinate on my hw. Didntt even fully finish my essay but i am too sleepy. Gnite :/","Didn't fully finish my essay but I am too sleepy. Time to learn how to not procrastinate.","['growth']","rank_1","rank_4","rank_3","rank_2","false","false","false","false","true"
"3YLTXLH3ES4G2OC6EROPREMCN8DPHV","373P3486ETKO4FAS0AEUEHNWRO4C8U","Evaluation: Positive Reframing (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a stressful or negatively framed post from the internet and tell us whether the provided ""positive reframing"" successfully shifted the text to a more positive perspective without changing the original meaning of the text.","positive, psychology, framing, text, NLP, explanation, counseling, mental, health","$0.05","Mon Apr 10 17:29:23 PDT 2023","3","BatchId:380578;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 17:29:23 PDT 2023","","","3PPTZCWAL4IQF5A9ASENFAC7E6IZQ3","A2ODNTYJ4JUCS7","Submitted","Tue Apr 11 05:06:11 PDT 2023","Tue Apr 11 05:07:18 PDT 2023","Fri Apr 14 05:07:18 PDT 2023","","","","67","0% (0/0)","0% (0/0)","0% (0/0)","1","When I sleep, I know that you're not running through my head constantly","I'm grateful that I can sleep and have some respite from thinking about you constantly","I need to focus on what's important and stop thinking about that person all the time.","text-ada-001","text-curie-001","text-davinci-002","human","positive_reframing","When I sleep that's the only part of the day that I don't wonder about you running through my head constantly","I need to focus on what's important and stop thinking about that person all the time.","['neutralizing']","rank_4","rank_3","rank_1","rank_2","false","false","true","false","false"
"3QXFBUZ40XEFUXPRB751GKXAGPSUGX","373P3486ETKO4FAS0AEUEHNWRO4C8U","Evaluation: Positive Reframing (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a stressful or negatively framed post from the internet and tell us whether the provided ""positive reframing"" successfully shifted the text to a more positive perspective without changing the original meaning of the text.","positive, psychology, framing, text, NLP, explanation, counseling, mental, health","$0.05","Mon Apr 10 17:29:23 PDT 2023","3","BatchId:380578;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 17:29:23 PDT 2023","","","3TYCR1GOTQHFO8UWIN6RYODD40VZLE","A2ODNTYJ4JUCS7","Submitted","Tue Apr 11 04:52:49 PDT 2023","Tue Apr 11 04:53:49 PDT 2023","Fri Apr 14 04:53:49 PDT 2023","","","","60","0% (0/0)","0% (0/0)","0% (0/0)","Being sick during midterms is a lot to deal with, but I know tests will be over soon.","After taking all these meds and being sick for 6 days, I am grateful for the opportunity to grow and improve myself by studying for two midterms, knowing that this difficult period will not last forever","I am completely drained after taking all these meds and being sick for 6 days, but I know that I will grow from this experience","Although I've been sick for six days and had to take a lot of medication, I know that this won't last forever and I'll start feeling better soon","human","text-davinci-003","text-davinci-001","chatgpt","positive_reframing","Completely drained after taking all these meds and being sick for 6 days needtostudy 2midterms","Being sick during midterms is a lot to deal with, but I know tests will be over soon.","['impermanence']","rank_2","rank_3","rank_4","rank_1","false","false","true","false","false"
"3IKDQS3DRRYX4UEMF4K47QOKO2DIC3","373P3486ETKO4FAS0AEUEHNWRO4C8U","Evaluation: Positive Reframing (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a stressful or negatively framed post from the internet and tell us whether the provided ""positive reframing"" successfully shifted the text to a more positive perspective without changing the original meaning of the text.","positive, psychology, framing, text, NLP, explanation, counseling, mental, health","$0.05","Mon Apr 10 17:29:23 PDT 2023","3","BatchId:380578;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 17:29:23 PDT 2023","","","3IAEQB9FMSISW11ZUJOWG7BQEPQDWN","A2ODNTYJ4JUCS7","Submitted","Tue Apr 11 05:03:17 PDT 2023","Tue Apr 11 05:04:12 PDT 2023","Fri Apr 14 05:04:12 PDT 2023","","","","55","0% (0/0)","0% (0/0)","0% (0/0)","I will hear back from the vet hospital Wednesday","I'm so thankful to be offered a promotion at my job.","I am optimistic that I will hear back from the vet hospital on Wednesday and am thankful for the opportunity to potentially help my furry friend","I'm looking forward to hearing back from the vet hospital Wednesday and am thankful for the opportunity to consider a small promotion at my current job by Friday","text-davinci-001","human","chatgpt","text-davinci-003","positive_reframing","hear back from the vet hospital Wednesday. Also being pressured to accept a small promotion at my current job by about Friday..","I'm so thankful to be offered a promotion at my job.","['optimism', 'thankfulness']","rank_4","rank_3","rank_2","rank_1","false","false","true","false","false"
"31KSVEGZ4HQJBRNAMIEEXCWE3EEWRU","373P3486ETKO4FAS0AEUEHNWRO4C8U","Evaluation: Positive Reframing (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a stressful or negatively framed post from the internet and tell us whether the provided ""positive reframing"" successfully shifted the text to a more positive perspective without changing the original meaning of the text.","positive, psychology, framing, text, NLP, explanation, counseling, mental, health","$0.05","Mon Apr 10 17:30:17 PDT 2023","3","BatchId:380578;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 17:30:17 PDT 2023","","","3NKQQ8O39C3F4XCUZJ9VYJQTT9FDUO","A2ODNTYJ4JUCS7","Submitted","Tue Apr 11 04:58:50 PDT 2023","Tue Apr 11 04:59:27 PDT 2023","Fri Apr 14 04:59:27 PDT 2023","","","","37","0% (0/0)","0% (0/0)","0% (0/0)","1","I'm grateful that I have an Xbox to come home to after a long day at work","I had a long day at work, and my Xbox is updating, but I just have to be patient, and soon it will be done, and I can start having fun!","1","text-ada-001","text-davinci-002","human","text-curie-001","positive_reframing","All I want to do after a long day at work is come home, turn on my Xbox and play/stream. Why does it seem like every time I do this there is yet another update? Feeling super frustrated, just ranting is all. overit","I had a long day at work, and my Xbox is updating, but I just have to be patient, and soon it will be done, and I can start having fun!","['optimism']","rank_4","rank_2","rank_1","rank_3","false","false","true","false","false"
"3N5YJ55YYT11PGSFS61563UDAYMNAM","373P3486ETKO4FAS0AEUEHNWRO4C8U","Evaluation: Positive Reframing (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a stressful or negatively framed post from the internet and tell us whether the provided ""positive reframing"" successfully shifted the text to a more positive perspective without changing the original meaning of the text.","positive, psychology, framing, text, NLP, explanation, counseling, mental, health","$0.05","Mon Apr 10 17:29:23 PDT 2023","3","BatchId:380578;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 17:29:23 PDT 2023","","","37U1UTWH99KB7AOMEH3A7GP8BJE8R9","A2ODNTYJ4JUCS7","Submitted","Tue Apr 11 05:04:12 PDT 2023","Tue Apr 11 05:05:31 PDT 2023","Fri Apr 14 05:05:31 PDT 2023","","","","79","0% (0/0)","0% (0/0)","0% (0/0)","I'm tired from studying, and I broke my rule for cramming before finals. But I have to be strong, keep going, and in the end everything will be fine.","Despite feeling exhausted from studying, I know that this is just a temporary challenge that I can overcome","I'm pushing myself to the limit to do my best on my finals, and although I'm feeling the strain, I'm grateful for the opportunity to grow and improve","I've never been so exhausted from studying, but I know that I can get through it","human","chatgpt","text-davinci-003","text-davinci-001","positive_reframing","I've never been so exhausted from studying.. broke my rule for cramming before finals. Gotta do what I gotta do. borderlinegrades","I'm tired from studying, and I broke my rule for cramming before finals. But I have to be strong, keep going, and in the end everything will be fine.","['impermanence', 'neutralizing', 'optimism']","rank_1","rank_3","rank_4","rank_2","false","false","true","false","false"
"3ZXNP4Z3A4JTIERW9Q96JKOY4VGL7R","373P3486ETKO4FAS0AEUEHNWRO4C8U","Evaluation: Positive Reframing (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a stressful or negatively framed post from the internet and tell us whether the provided ""positive reframing"" successfully shifted the text to a more positive perspective without changing the original meaning of the text.","positive, psychology, framing, text, NLP, explanation, counseling, mental, health","$0.05","Mon Apr 10 17:29:28 PDT 2023","3","BatchId:380578;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 17:29:28 PDT 2023","","","3B2X28YI3AD1NPO9P5KMNNODN2LB6D","A2ODNTYJ4JUCS7","Submitted","Tue Apr 11 05:05:31 PDT 2023","Tue Apr 11 05:06:10 PDT 2023","Fri Apr 14 05:06:10 PDT 2023","","","","39","0% (0/0)","0% (0/0)","0% (0/0)","People pulling out of a job is annoying, but it means I have more free time at work.","I'm grateful for the opportunity to grow and improve myself","I'm thankful for the opportunity to grow and improve from this challenge, and I'm confident that I'll be able to find a solution soon","Although someone backed out of the move last minute, I see this as an opportunity for growth and to improve my problem-solving skills","human","text-davinci-001","text-davinci-003","chatgpt","positive_reframing","Just had someone pull out of the move making my job so much harder tomorrow. Don't bloody agree if you're just going to back out!","People pulling out of a job is annoying, but it means I have more free time at work.","['optimism']","rank_1","rank_4","rank_3","rank_2","false","false","true","false","false"
"31JUPBOOS02XISWFJV1CXKKTFFML8E","373P3486ETKO4FAS0AEUEHNWRO4C8U","Evaluation: Positive Reframing (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a stressful or negatively framed post from the internet and tell us whether the provided ""positive reframing"" successfully shifted the text to a more positive perspective without changing the original meaning of the text.","positive, psychology, framing, text, NLP, explanation, counseling, mental, health","$0.05","Mon Apr 10 17:29:30 PDT 2023","3","BatchId:380578;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 17:29:30 PDT 2023","","","3VAR3R6G13Z8AXW6MPM6DLK30WU8O0","A2ODNTYJ4JUCS7","Submitted","Tue Apr 11 04:55:36 PDT 2023","Tue Apr 11 04:57:12 PDT 2023","Fri Apr 14 04:57:12 PDT 2023","","","","96","0% (0/0)","0% (0/0)","0% (0/0)","If you are looking to cultivate a more positive outlook, ask yourself if you have allowed any contaminants to pollute your stream","If you are wondering why you are constantly negative, depressed or angry, ask yourself if you have allowed any contaminants to pollute your stream","We should not allow contaminants such as bitterness, anger, and unforgiveness to take root in our heart to avoid negative and distressed feelings.","If you find yourself constantly negative, depressed, or angry, take a moment to reflect on whether any contaminants have entered your stream","text-davinci-003","text-davinci-001","human","chatgpt","positive_reframing","We often allow contaminants such as bitterness, anger, and unforgiveness to take root in our hearts. ""If you are wondering why you are constantly negative, depressed or angry, ask yourself if you have allowed any contaminants to pollute your stream."" help","We should not allow contaminants such as bitterness, anger, and unforgiveness to take root in our heart to avoid negative and distressed feelings.","['optimism']","rank_1","rank_4","rank_3","rank_2","false","false","true","false","false"
"3G4VVJO6QCE74EDEKCRM4624FPHPKZ","373P3486ETKO4FAS0AEUEHNWRO4C8U","Evaluation: Positive Reframing (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a stressful or negatively framed post from the internet and tell us whether the provided ""positive reframing"" successfully shifted the text to a more positive perspective without changing the original meaning of the text.","positive, psychology, framing, text, NLP, explanation, counseling, mental, health","$0.05","Mon Apr 10 17:29:30 PDT 2023","3","BatchId:380578;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 17:29:30 PDT 2023","","","3HHRAGRYXM38O2FGRHSKDHFEK2B9OP","A2ODNTYJ4JUCS7","Submitted","Mon Apr 10 21:02:10 PDT 2023","Mon Apr 10 21:03:02 PDT 2023","Thu Apr 13 21:03:02 PDT 2023","","","","52","0% (0/0)","0% (0/0)","0% (0/0)"," growth is an opportunity for the author to grow, as well as an opportunity for the situation to grow","I'm so grateful for my car breaking down on Christmas Day","I'm grateful that my car broke down on Christmas Day because it gives me an opportunity to grow and improve myself","My car broke on Christmas Dayfinding, but I bet I can do all the shopping and be home in time to be with my family.","text-ada-001","text-curie-001","text-davinci-002","human","positive_reframing","Car breaking down on Christmas Dayfinding out its gonna cost an arm and leg to fix.2012 can kiss my grits!","My car broke on Christmas Dayfinding, but I bet I can do all the shopping and be home in time to be with my family.","['thankfulness']","rank_4","rank_3","rank_2","rank_1","true","false","false","false","false"
"30EMX9PEWXH4H6T6CTVGZB7F29OSKI","373P3486ETKO4FAS0AEUEHNWRO4C8U","Evaluation: Positive Reframing (WARNING: This HIT may contain adult content. Worker discretion is advised.)","You will read a stressful or negatively framed post from the internet and tell us whether the provided ""positive reframing"" successfully shifted the text to a more positive perspective without changing the original meaning of the text.","positive, psychology, framing, text, NLP, explanation, counseling, mental, health","$0.05","Mon Apr 10 17:30:17 PDT 2023","3","BatchId:380578;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 17:30:17 PDT 2023","","","3S96KQ6I90204KX5ZEJLTN4RAV8DTX","A2ODNTYJ4JUCS7","Submitted","Tue Apr 11 04:57:13 PDT 2023","Tue Apr 11 04:57:46 PDT 2023","Fri Apr 14 04:57:46 PDT 2023","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","I'm feeling a bit uncomfortable with back and shoulder pains, but I'm grateful for the opportunity to grow and learn from this experience","I am feeling really down right now, but I know that this too will pass","Although I am experiencing some discomfort in my back and chest, I am grateful for the opportunity to take care of myself and improve my health","I hope my body recovers from my football injuries so that I can get a good night's sleep tonight.","text-davinci-003","text-davinci-001","chatgpt","human","positive_reframing","Feel like absolute shit,back pains and chest pains,so much on my mind errgggg!:'( back shoulder pain football","I hope my body recovers from my football injuries so that I can get a good night's sleep tonight.","['optimism']","rank_4","rank_2","rank_3","rank_1","false","false","true","false","false"
