"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Generated_1","Input.Generated_2","Input.Generated_3","Input.Generated_4","Input.Model_1","Input.Model_2","Input.Model_3","Input.Model_4","Input.Task","Input.additional_labels","Input.hypothesis","Input.labels","Input.premise","Answer.commentbox","Answer.explanation_quality_bad_1.on","Answer.explanation_quality_bad_2.on","Answer.explanation_quality_good_4.on","Answer.explanation_quality_good_5.on","Answer.explanation_quality_mid_3.on","Answer.gen_1_statement_correct","Answer.gen_2_statement_correct","Answer.gen_3_statement_correct","Answer.gen_4_statement_correct","Approve","Reject"
"3E24UO25RCOIKZGO38K65NSW4PT6OM","3NWM3X0LALJXD5K4DNCSEG3WHGQPXR","Evaluation: Figurative Language Explanations","You will read two short sentences, one literal and one figurative, and you'll help judge the quality of descriptions explaining the relationship between them.","figurative, metaphor, simile, irony, NLP, explanation","$0.05","Mon Apr 10 06:52:46 PDT 2023","3","BatchId:380536;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 06:52:46 PDT 2023","","","3SLE99ER01B3BZ8KRAHXKLH8S6GBZ2","A2ODNTYJ4JUCS7","Submitted","Mon Apr 10 13:04:11 PDT 2023","Mon Apr 10 13:21:15 PDT 2023","Thu Apr 13 13:21:15 PDT 2023","","","","1024","0% (0/0)","0% (0/0)","0% (0/0)","The hypothesis is an exaggeration of the premise; the brother is only annoying, not worthy of violence","Most people would not want someone to follow them around and so the brother following around constantly is not wonderful but rather annoying.","A brother who follows you around is not a good friend and so someone who is close to gifting him with a punch is not a good friend.","The figurative language in the hypothesis is that the brother is being annoying and the narrator is close to punching him","text-davinci-002","human","baseline","text-davinci-001","flute","Most people would not want someone to follow them around and so the brother following around constantly is not wonderful but rather annoying.","My wonderful brother wouldn't stop following me around and I was this close to gifting him with a punch.","Contradiction","My brother wouldn't leave me alone and I think I'm going to punch him!","","false","false","false","true","false","rank_3","rank_1","rank_4","rank_2"
"3Q7TKIAPP689ZNS603CSJCYUQ6BDL4","3NWM3X0LALJXD5K4DNCSEG3WHGQPXR","Evaluation: Figurative Language Explanations","You will read two short sentences, one literal and one figurative, and you'll help judge the quality of descriptions explaining the relationship between them.","figurative, metaphor, simile, irony, NLP, explanation","$0.05","Mon Apr 10 06:52:46 PDT 2023","3","BatchId:380536;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 06:52:46 PDT 2023","","","3KOPY89HMM088PZ3UVZ5E8V6LGR3JJ","A2ODNTYJ4JUCS7","Submitted","Mon Apr 10 16:32:48 PDT 2023","Mon Apr 10 16:33:46 PDT 2023","Thu Apr 13 16:33:46 PDT 2023","","","","58","0% (0/0)","0% (0/0)","0% (0/0)","Wife's birthday is a special day and so forgetting about it would not make someone feel great.","Forgetting one's wife's birthday is a really bad thing to do and so who feeling great about it cannot be considered normal.","The hypothesis contradicts the premise because forgetting about one's wife's birthday is usually not something that would make someone feel great","The premise and the hypothesis are not related","baseline","human","text-davinci-002","text-davinci-001","flute","Forgetting one's wife's birthday is a really bad thing to do and so who feeling great about it cannot be considered normal.","Wife's birthday slipped my mind and I feel great about it.","Contradiction","I forgot about wife's birthday.","","false","false","true","false","false","rank_3","rank_2","rank_1","rank_4"
"38Z7YZ2SCG01YVO5KMLZRVD1SH6IQ0","3NWM3X0LALJXD5K4DNCSEG3WHGQPXR","Evaluation: Figurative Language Explanations","You will read two short sentences, one literal and one figurative, and you'll help judge the quality of descriptions explaining the relationship between them.","figurative, metaphor, simile, irony, NLP, explanation","$0.05","Mon Apr 10 06:53:22 PDT 2023","3","BatchId:380536;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 06:53:22 PDT 2023","","","3TK8OJTYMFJO694K9IAVUZ91LZPVP7","A2ODNTYJ4JUCS7","Submitted","Mon Apr 10 17:56:47 PDT 2023","Mon Apr 10 17:57:58 PDT 2023","Thu Apr 13 17:57:58 PDT 2023","","","","71","0% (0/0)","0% (0/0)","0% (0/0)","The metaphorical use drowning her trouble in alcohol suggests that she is using alcohol as a way to cope with or forget her problems whereas the contradictory sentence suggests that she has been abstaining from alcohol.","The hypothesis is saying that the woman used alcohol to avoid her problems, which is entailed by the premise","To drown means to drown, but in this context she has been living by avoiding alcohol.","The hypothesis is a metaphor for how the woman copes with her problems; instead of facing them head on, she numbs herself with alcohol","human","text-davinci-001","baseline","text-davinci-002","flute","The metaphorical use drowning her trouble in alcohol suggests that she is using alcohol as a way to cope with or forget her problems whereas the contradictory sentence suggests that she has been abstaining from alcohol.","She drowned her trouble in alcohol.","Contradiction","She has been living by avoiding alcohol.","","false","false","true","false","false","rank_1","rank_4","rank_2","rank_3"
"363A7XIFWHKEXL1OUXNWGKOQW1GAVI","3NWM3X0LALJXD5K4DNCSEG3WHGQPXR","Evaluation: Figurative Language Explanations","You will read two short sentences, one literal and one figurative, and you'll help judge the quality of descriptions explaining the relationship between them.","figurative, metaphor, simile, irony, NLP, explanation","$0.05","Mon Apr 10 06:52:47 PDT 2023","3","BatchId:380536;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 06:52:47 PDT 2023","","","3OB0CAO74VNDXM11VGPASPB4HPHYHE","A2ODNTYJ4JUCS7","Submitted","Mon Apr 10 18:09:07 PDT 2023","Mon Apr 10 18:10:01 PDT 2023","Thu Apr 13 18:10:01 PDT 2023","","","","54","0% (0/0)","0% (0/0)","0% (0/0)","Being uncomfortable with the idea of knowing that someone has HIV usually means that the person is worried about contracting HIV themselves","It is not a good thing to know that someone has HIV and knowing it terrifies someone is not a good thing.","The hypothesis is saying that the person is worried that their Ex has HIV, and they are scared of this possibility","The premise and the hypothesis are not related","human","baseline","text-davinci-002","text-davinci-001","flute","Being uncomfortable with the idea of knowing that someone has HIV usually means that the person is worried about contracting HIV themselves","I am just really worried that my Ex contracted HIV and knowing it terrifies me","Entailment","I am a little bit uncomfortable with knowing that my Ex has HIV","","false","false","true","false","false","rank_2","rank_3","rank_1","rank_4"
"35JDMRECDH7Y51S5L7QWC2B7U1QGEU","3NWM3X0LALJXD5K4DNCSEG3WHGQPXR","Evaluation: Figurative Language Explanations","You will read two short sentences, one literal and one figurative, and you'll help judge the quality of descriptions explaining the relationship between them.","figurative, metaphor, simile, irony, NLP, explanation","$0.05","Mon Apr 10 06:52:47 PDT 2023","3","BatchId:380536;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 06:52:47 PDT 2023","","","31Q0U3WYD3DJERKM6IWPNPB0W1C71N","A2ODNTYJ4JUCS7","Submitted","Mon Apr 10 12:50:27 PDT 2023","Mon Apr 10 12:57:05 PDT 2023","Thu Apr 13 12:57:05 PDT 2023","","","","398","0% (0/0)","0% (0/0)","0% (0/0)","A bonsai tree is a tree that grows slowly, so the plant is growing slowly","The plant grew slowly because it was in a small pot","Bonsai trees are known for their slow growth, so the simile is emphasizing how slow the plant grew.","The hypothesis contradicts the premise because the plant grew slowly, while the hypothesis states that the plant grew as fast as a bonsai tree","baseline","text-davinci-001","human","text-davinci-002","flute","Bonsai trees are known for their slow growth, so the simile is emphasizing how slow the plant grew.","the plant grew as fast as a bonsai tree","Entailment","The plant grew slowly","","false","false","false","true","false","rank_2","rank_3","rank_1","rank_4"
"30EMX9PEWXH4H6T6CTVGZB7F29GKS2","3NWM3X0LALJXD5K4DNCSEG3WHGQPXR","Evaluation: Figurative Language Explanations","You will read two short sentences, one literal and one figurative, and you'll help judge the quality of descriptions explaining the relationship between them.","figurative, metaphor, simile, irony, NLP, explanation","$0.05","Mon Apr 10 06:53:22 PDT 2023","3","BatchId:380536;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 06:53:22 PDT 2023","","","3QBD8R3Z2FH7RW94AMWTW94YYAV4OM","A2ODNTYJ4JUCS7","Submitted","Mon Apr 10 07:52:28 PDT 2023","Mon Apr 10 07:55:43 PDT 2023","Thu Apr 13 07:55:43 PDT 2023","","","","195","0% (0/0)","0% (0/0)","0% (0/0)","The hypothesis may be interpreted to mean that the feds are worried that the speaker's media popularity will cause them to act more cautiously around the speaker","To run roughshod over something means to act without regard for it, but in this context instead of not acting without regard for the speakers wellbeing, the feds are actually not acting with full regard","The figurative language in the hypothesis is the phrase ""run roughshod over us","To run roughshod over someone means to act with full regard for their wellbeing, but in this context the feds are acting with full regard for their wellbeing","text-davinci-001","human","text-davinci-002","baseline","flute","To run roughshod over something means to act without regard for it, but in this context instead of not acting without regard for the speakers wellbeing, the feds are actually not acting with full regard","It may be the feds are just a little nervous about your media popularity so they have decided not to run roughshod over us.","Contradiction","It may be the feds are just a little nervous about your media popularity so they have decided not to act with full regard for our wellbeing.","","false","false","false","true","false","rank_2","rank_1","rank_3","rank_4"
"3Q9SPIIRXWKRCA1TK7SS2M743AIAWS","3NWM3X0LALJXD5K4DNCSEG3WHGQPXR","Evaluation: Figurative Language Explanations","You will read two short sentences, one literal and one figurative, and you'll help judge the quality of descriptions explaining the relationship between them.","figurative, metaphor, simile, irony, NLP, explanation","$0.05","Mon Apr 10 06:52:50 PDT 2023","3","BatchId:380536;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 06:52:50 PDT 2023","","","3A0EX8ZRNMM369YFVOFE6E86MCCBYB","A2ODNTYJ4JUCS7","Submitted","Mon Apr 10 13:01:30 PDT 2023","Mon Apr 10 13:02:55 PDT 2023","Thu Apr 13 13:02:55 PDT 2023","","","","85","0% (0/0)","0% (0/0)","0% (0/0)","To funnel money into something means to spend money on it, but in this context the money is spent on the education of the child.","Funneling money into something means to spend a lot of money on it.","The hypothesis states that the money spent on the children's education was not wasted, but instead was put to good use","The hypothesis is saying that the money was put into a funnel to be used for the children's education","baseline","human","text-davinci-002","text-davinci-001","flute","Funneling money into something means to spend a lot of money on it.","We funneled money into the education of our children.","Entailment","We spent money on the education of our children.","","false","false","true","false","false","rank_2","rank_1","rank_3","rank_4"
"368IUKXGBI605ZSPI8XLUNXMEUP6P3","3NWM3X0LALJXD5K4DNCSEG3WHGQPXR","Evaluation: Figurative Language Explanations","You will read two short sentences, one literal and one figurative, and you'll help judge the quality of descriptions explaining the relationship between them.","figurative, metaphor, simile, irony, NLP, explanation","$0.05","Mon Apr 10 06:52:53 PDT 2023","3","BatchId:380536;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 06:52:53 PDT 2023","","","3E7TUJ2EGQKHK5OR18E42N3FGO29DQ","A2ODNTYJ4JUCS7","Submitted","Mon Apr 10 07:50:34 PDT 2023","Mon Apr 10 07:52:23 PDT 2023","Thu Apr 13 07:52:23 PDT 2023","","","","109","0% (0/0)","0% (0/0)","0% (0/0)","The figurative language in the hypothesis is that the stomach is compared to a well","The hypothesis is a metaphor which is saying that his stomach feels very full, like a well that is filled to the brim with water","A well is a hole in the ground that is used to hold water, so it is empty, not full","A well is a well, so the speaker's stomach feels full.","text-davinci-001","text-davinci-002","human","baseline","flute","A well is a hole in the ground that is used to hold water, so it is empty, not full","His stomach felt like a well.","Contradiction","His stomach felt full.","","false","false","false","true","false","rank_2","rank_3","rank_1","rank_4"
"3W9XHF7WHXT5W66L1T069G314SUKTR","3NWM3X0LALJXD5K4DNCSEG3WHGQPXR","Evaluation: Figurative Language Explanations","You will read two short sentences, one literal and one figurative, and you'll help judge the quality of descriptions explaining the relationship between them.","figurative, metaphor, simile, irony, NLP, explanation","$0.05","Mon Apr 10 06:53:22 PDT 2023","3","BatchId:380536;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 06:53:22 PDT 2023","","","3ND9UOO81Y0BUDPR70MKZKJVNYPWLJ","A2ODNTYJ4JUCS7","Submitted","Mon Apr 10 12:27:00 PDT 2023","Mon Apr 10 12:28:03 PDT 2023","Thu Apr 13 12:28:03 PDT 2023","","","","63","0% (0/0)","0% (0/0)","0% (0/0)","The premise is a statement of fact, while the hypothesis is a statement of opinion","The figurative language in the hypothesis describes truth as being ""exalted"" and wrongs as being ""righted","To exalt means to be praised or praised, while to deny means to be denied or righted wrong.","If truth is exalted, it means it is held in high esteem or considered to be important, while if truth is denied, it means it is rejected or not believed.","text-davinci-001","text-davinci-002","baseline","human","flute","If truth is exalted, it means it is held in high esteem or considered to be important, while if truth is denied, it means it is rejected or not believed.","And truth exalted, and righted wrong.","Contradiction","And truth denied , and righted wrong.","top 2 both good","false","false","false","true","false","rank_4","rank_3","rank_2","rank_1"
"39HYCOOPL1JT55AR0FD7JPDJQB1DM6","3NWM3X0LALJXD5K4DNCSEG3WHGQPXR","Evaluation: Figurative Language Explanations","You will read two short sentences, one literal and one figurative, and you'll help judge the quality of descriptions explaining the relationship between them.","figurative, metaphor, simile, irony, NLP, explanation","$0.05","Mon Apr 10 06:52:51 PDT 2023","3","BatchId:380536;OriginalHitTemplateId:921587254;","3600","259200","Mon Apr 17 06:52:51 PDT 2023","","","33LKR6A5KSI6CPHTJLZQSL3ILY21TS","A2ODNTYJ4JUCS7","Submitted","Mon Apr 10 07:33:18 PDT 2023","Mon Apr 10 07:34:03 PDT 2023","Thu Apr 13 07:34:03 PDT 2023","","","","45","0% (0/0)","0% (0/0)","0% (0/0)","A log is a very solid and solid substance, so the speaker is going to sleep like a log.","The premise is saying that the person is going to sleep deeply and soundly, while the hypothesis is saying that the person is going to sleep like a log","The hypothesis is a metaphor meaning that the person is going to sleep very deeply","To sleep like a log means to experience a very deep and restful sleep, which is what the speaker is expecting to do tonight.","baseline","text-davinci-001","text-davinci-002","human","flute","To sleep like a log means to experience a very deep and restful sleep, which is what the speaker is expecting to do tonight.","Because I'm going to sleep like a log tonight.","Entailment","Because I'm going to sleep very deeply and soundly tonight.","","false","false","false","true","false","rank_2","rank_4","rank_3","rank_1"
